fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,density,pH,sulphates,alcohol,Wine color,quality
6.8,0.22,0.37,1.7,0.036,38.0,0.9908,3.35,0.72,12.5,White,good
8.0,0.32,0.26,1.2,0.05,11.5,0.9946,3.24,0.37,9.5,White,bad
7.3,0.14,0.49,1.1,0.038,28.0,0.9928,3.2,0.72,10.6,White,good
7.1,0.18,0.26,1.3,0.041,20.0,0.9926,3.04,0.74,9.9,White,good
6.7,0.24,0.32,9.0,0.023,20.0,0.99262,3.34,0.35,12.6,White,good
8.1,0.4,0.32,7.9,0.031,23.0,0.99176,3.05,0.46,13.3,White,good
6.4,0.24,0.27,1.5,0.04,35.0,0.98914,3.13,0.3,12.4,White,good
7.1,0.23,0.28,1.9,0.046,33.0,0.98997,3.12,0.31,12.0,White,bad
8.2,0.26,0.33,2.6,0.053,11.0,0.99402,2.89,0.49,9.5,White,bad
8.1,0.22,0.28,7.7,0.043,57.0,0.9954,3.12,0.55,10.0,White,bad
9.2,0.28,0.49,11.8,0.042,29.0,0.998,3.1,0.34,10.1,White,bad
6.4,0.21,0.3,5.6,0.044,43.0,0.9949,3.6,0.41,10.6,White,good
7.2,0.34,0.34,12.6,0.048,7.0,0.9942,3.19,0.4,11.7,White,bad
7.5,0.53,0.06,2.6,0.086,20.0,0.9965,3.38,0.59,10.7,Red,good
6.4,0.16,0.22,1.4,0.04,41.0,0.9933,3.49,0.58,10.0,White,good
6.2,0.55,0.45,12.0,0.049,27.0,0.9974,3.17,0.5,9.3,White,good
8.2,0.4,0.44,2.8,0.089,11.0,0.9975,3.53,0.61,10.5,Red,good
7.6,0.23,0.26,15.3,0.067,32.0,0.9986,3.03,0.44,9.2,White,bad
6.5,0.26,0.5,8.0,0.051,46.0,0.99536,3.18,0.47,9.5,White,bad
8.3,0.26,0.31,2.0,0.029,14.0,0.99077,2.95,0.77,12.2,White,good
6.8,0.25,0.24,1.6,0.045,39.0,0.99402,3.53,0.58,10.8,White,bad
8.6,0.8,0.11,2.3,0.084,12.0,0.9979,3.4,0.48,9.9,Red,bad
7.0,0.38,0.49,2.5,0.097,33.0,0.9962,3.39,0.77,11.4,Red,good
6.1,0.6,0.08,1.8,0.071,14.0,0.99336,3.38,0.54,11.0,Red,bad
7.0,0.27,0.48,6.1,0.042,60.0,0.99566,3.2,0.5,9.4,White,good
6.6,0.21,0.5,8.7,0.036,41.0,0.99294,2.96,0.56,11.0,White,good
6.9,0.25,0.34,1.3,0.035,27.0,0.99045,3.18,0.44,12.2,White,good
9.1,0.785,0.0,2.6,0.093,11.0,0.9994,3.36,0.86,9.4,Red,good
7.7,0.46,0.18,3.3,0.054,18.0,0.99392,3.12,0.51,10.8,White,good
8.0,0.28,0.3,8.4,0.03,35.0,0.99192,2.93,0.42,12.3,White,good
6.6,0.25,0.3,14.4,0.052,40.0,0.998,3.02,0.5,9.1,White,good
6.2,0.28,0.22,7.3,0.041,26.0,0.9957,3.44,0.64,9.8,White,good
7.4,0.44,0.2,11.5,0.049,44.0,0.998,3.27,0.44,9.0,White,bad
6.6,0.26,0.22,18.15,0.05,23.0,0.99904,3.06,0.5,9.2,White,bad
6.8,0.24,0.33,3.2,0.049,68.0,0.99324,3.1,0.69,10.2,White,good
6.5,0.36,0.32,1.1,0.031,13.0,0.9916,3.1,0.46,10.6,White,bad
8.0,0.45,0.36,8.8,0.026,50.0,0.9927,3.07,0.25,12.7,White,good
5.6,0.19,0.47,4.5,0.03,19.0,0.9922,3.56,0.45,11.2,White,good
6.7,0.19,0.34,1.0,0.022,22.0,0.9912,3.23,0.57,11.1,White,good
9.8,0.37,0.39,2.5,0.079,28.0,0.99729,3.16,0.59,9.8,Red,bad
7.6,0.78,0.0,1.7,0.076,33.0,0.99612,3.31,0.62,10.7,Red,good
6.4,0.56,0.15,1.8,0.078,17.0,0.99294,3.33,0.6,10.5,Red,good
8.9,0.26,0.33,8.1,0.024,47.0,0.99558,3.13,0.46,10.8,White,good
6.8,0.24,0.4,1.8,0.047,34.0,0.99,3.13,0.49,12.8,White,good
6.6,0.25,0.51,8.0,0.047,61.0,0.99604,3.22,0.49,9.2,White,bad
6.6,0.25,0.34,3.0,0.054,22.0,0.99338,3.26,0.47,10.4,White,good
6.6,0.28,0.42,8.2,0.044,60.0,0.99562,3.14,0.48,9.4,White,bad
8.2,0.15,0.48,2.7,0.052,24.0,0.995,3.5,0.45,10.9,White,good
6.1,0.18,0.36,2.0,0.038,20.0,0.9923,3.37,0.79,11.3,White,good
9.0,0.47,0.31,2.7,0.084,24.0,0.9984,3.31,0.61,9.4,Red,bad
7.3,0.36,0.54,13.3,0.054,63.0,0.99864,3.06,0.49,8.6,White,bad
6.0,0.26,0.42,5.2,0.027,70.0,0.9914,3.4,0.4,12.3,White,good
6.6,0.26,0.24,7.2,0.038,28.0,0.9952,3.35,0.6,10.4,White,good
6.7,0.31,0.09,1.4,0.039,53.0,0.99206,3.12,0.44,10.1,White,bad
9.3,0.48,0.29,2.1,0.127,6.0,0.9968,3.22,0.72,11.2,Red,bad
7.4,0.2,0.36,1.2,0.038,44.0,0.9926,3.36,0.34,9.9,White,good
6.2,0.3,0.28,1.6,0.036,28.0,0.988245,3.14,0.41,13.3,White,good
7.2,0.37,0.4,11.6,0.032,34.0,0.9963,3.1,0.51,9.8,White,good
6.8,0.18,0.46,1.4,0.064,37.0,0.9924,3.37,0.45,11.1,White,bad
7.3,0.13,0.27,4.6,0.08,34.0,0.9938,3.23,0.39,11.1,White,good
7.2,0.14,0.32,1.1,0.022,48.0,0.99218,3.04,0.67,10.0,White,good
7.0,0.22,0.39,2.1,0.055,39.0,0.9951,3.52,0.54,10.2,White,good
7.6,0.26,0.32,1.3,0.048,23.0,0.9903,2.96,0.46,12.0,White,good
7.7,0.32,0.61,11.8,0.041,66.0,0.99794,3.0,0.54,9.3,White,bad
7.2,0.23,0.19,13.7,0.052,47.0,0.99865,3.12,0.53,9.0,White,bad
6.3,0.35,0.3,5.7,0.035,8.0,0.9927,3.27,0.41,11.0,White,good
8.2,0.34,0.29,5.2,0.076,19.0,0.99138,2.95,0.39,12.5,White,good
7.0,0.16,0.32,1.1,0.032,29.0,0.98972,3.23,0.36,12.1,White,good
7.6,0.55,0.21,2.2,0.071,7.0,0.9964,3.28,0.55,9.7,Red,bad
7.8,0.29,0.22,9.5,0.056,44.0,0.99715,3.08,0.61,9.3,White,good
6.8,0.15,0.33,4.7,0.059,31.0,0.9956,3.43,0.39,9.0,White,good
8.4,0.745,0.11,1.9,0.09,16.0,0.9965,3.19,0.82,9.6,Red,bad
9.0,0.38,0.41,2.4,0.103,6.0,0.99604,3.13,0.58,11.9,Red,good
8.2,0.36,0.29,7.6,0.035,37.0,0.9939,3.16,0.34,12.0,White,bad
6.6,0.24,0.38,12.75,0.034,8.0,0.99386,3.1,0.57,12.9,White,good
6.6,0.21,0.38,2.2,0.026,40.0,0.9914,3.25,0.4,11.1,White,good
6.4,0.33,0.44,8.9,0.055,52.0,0.99488,3.1,0.48,9.6,White,bad
6.7,0.3,0.44,18.75,0.057,65.0,0.99956,3.11,0.53,9.1,White,bad
8.1,0.26,0.27,4.3,0.03,43.0,0.99212,3.16,0.33,11.2,White,good
8.7,0.675,0.1,1.6,0.09,4.0,0.99745,3.31,0.65,9.55,Red,bad
6.0,0.28,0.52,5.0,0.078,30.0,0.99494,3.1,0.36,9.0,White,good
7.2,0.24,0.34,1.1,0.045,3.0,0.9913,3.23,0.51,11.4,White,bad
7.4,0.33,0.26,2.6,0.04,29.0,0.9913,3.07,0.52,11.8,White,good
6.1,0.19,0.25,4.0,0.023,23.0,0.9923,3.37,0.51,11.6,White,good
6.8,0.14,0.35,1.5,0.047,40.0,0.99111,3.07,0.72,11.1,White,good
7.6,0.17,0.45,11.2,0.054,56.0,0.997,3.15,0.47,10.0,White,bad
8.0,0.22,0.31,5.6,0.049,24.0,0.993,3.1,0.42,10.9,White,bad
7.7,0.28,0.35,15.3,0.056,31.0,0.9998,3.27,0.5,9.6,White,bad
8.9,0.48,0.53,4.0,0.101,3.0,0.99586,3.21,0.59,12.1,Red,good
7.3,0.24,0.41,13.6,0.05,41.0,0.9988,3.37,0.43,9.7,White,bad
5.8,0.17,0.36,1.3,0.036,11.0,0.99202,3.43,0.68,10.4,White,good
7.5,0.41,0.15,3.7,0.104,29.0,0.99786,3.14,0.58,9.1,Red,bad
9.0,0.39,0.4,1.3,0.044,25.0,0.99478,3.2,0.83,10.9,Red,good
6.9,0.41,0.33,10.1,0.043,28.0,0.9968,3.2,0.52,9.4,White,bad
12.4,0.49,0.58,3.0,0.103,28.0,1.0008,3.16,1.0,11.5,Red,good
7.8,0.64,0.1,6.0,0.115,5.0,0.9984,3.37,0.69,10.1,Red,good
10.4,0.64,0.24,2.8,0.105,29.0,0.9998,3.24,0.67,9.9,Red,bad
7.7,0.28,0.39,8.9,0.036,8.0,0.9935,3.06,0.38,12.0,White,good
6.7,0.25,0.26,13.5,0.06,50.0,0.99784,3.39,0.46,9.9,White,good
7.6,0.21,0.35,1.2,0.041,7.0,0.9914,3.06,0.45,11.3,White,bad
7.2,0.3,0.26,1.5,0.041,46.0,0.99154,3.19,0.56,11.3,White,good
6.4,0.16,0.25,1.3,0.047,20.0,0.9933,3.61,0.54,10.2,White,good
6.4,0.4,0.19,3.2,0.033,28.0,0.9904,3.22,0.54,12.7,White,good
7.1,0.16,0.25,1.3,0.034,28.0,0.9915,3.27,0.55,11.4,White,good
5.7,0.43,0.3,5.7,0.039,24.0,0.992,3.54,0.61,12.3,White,good
7.3,0.49,0.1,2.6,0.068,4.0,0.99562,3.3,0.47,10.5,Red,bad
7.2,0.14,0.35,1.2,0.036,15.0,0.9938,3.46,0.39,9.9,White,bad
7.0,0.2,0.31,8.0,0.05,29.0,0.99596,3.28,0.57,10.4,White,good
6.7,0.22,0.39,10.2,0.038,60.0,0.99725,3.17,0.54,10.0,White,good
10.0,0.42,0.5,3.4,0.107,7.0,0.9979,3.26,0.93,11.8,Red,good
5.9,0.61,0.08,2.1,0.071,16.0,0.99376,3.56,0.77,11.1,Red,good
7.8,0.28,0.31,2.1,0.046,28.0,0.99434,3.23,0.64,9.8,White,bad
7.6,0.47,0.49,13.0,0.239,42.0,0.9988,2.96,0.51,9.2,White,bad
7.2,0.73,0.02,2.5,0.076,16.0,0.9972,3.44,0.52,9.3,Red,bad
6.1,0.24,0.27,9.8,0.062,33.0,0.9966,3.31,0.47,9.5,White,good
5.9,0.18,0.28,1.0,0.037,24.0,0.99094,3.29,0.55,10.65,White,good
7.1,0.34,0.31,5.2,0.032,36.0,0.99166,3.35,0.47,12.3,White,good
6.6,0.16,0.34,1.1,0.037,41.0,0.9899,3.01,0.68,12.0,White,good
9.2,0.36,0.34,1.6,0.062,5.0,0.99667,3.2,0.67,10.5,Red,good
6.7,0.31,0.32,14.5,0.038,6.0,0.99412,3.14,0.34,12.5,White,bad
7.9,0.255,0.26,2.0,0.026,40.0,0.9932,3.04,0.39,11.2,White,good
7.9,0.18,0.49,5.2,0.051,36.0,0.9953,3.18,0.48,10.6,White,good
11.5,0.18,0.51,4.0,0.104,4.0,0.9996,3.28,0.97,10.1,Red,good
7.5,0.23,0.3,1.2,0.03,27.0,0.99192,3.05,0.68,10.5,White,bad
6.4,0.27,0.29,3.9,0.034,62.0,0.99237,3.1,0.59,11.1,White,good
7.6,0.54,0.02,1.7,0.085,17.0,0.99589,3.37,0.51,10.4,Red,good
7.6,0.31,0.29,10.5,0.04,21.0,0.9966,3.04,0.35,9.4,White,bad
7.1,0.2,0.37,1.5,0.049,28.0,0.99226,3.15,0.52,10.8,White,bad
9.2,0.35,0.39,0.9,0.042,15.0,0.9924,2.96,0.28,10.4,White,bad
8.7,0.31,0.21,5.6,0.039,28.0,0.99328,2.96,0.52,11.0,White,bad
6.8,0.23,0.32,1.6,0.026,43.0,0.9904,3.29,0.54,12.5,White,good
7.4,0.26,0.31,2.4,0.043,58.0,0.9941,3.42,0.68,10.6,White,good
6.4,0.24,0.23,2.0,0.046,30.0,0.9908,3.12,0.54,11.4,White,good
6.9,0.33,0.31,7.7,0.04,29.0,0.99226,3.11,0.57,12.3,White,bad
8.5,0.23,0.34,1.3,0.035,54.0,0.99176,3.07,0.55,11.0,White,good
6.9,0.19,0.35,13.5,0.038,49.0,0.99546,3.0,0.63,10.7,White,good
6.7,0.42,0.46,9.7,0.054,67.0,0.99848,3.23,0.5,9.0,White,bad
6.5,0.19,0.1,1.3,0.046,23.0,0.9937,3.29,0.45,10.0,White,bad
7.2,0.25,0.28,14.4,0.055,55.0,0.9986,3.12,0.38,9.0,White,good
8.9,0.28,0.45,1.7,0.067,7.0,0.99354,3.25,0.55,12.3,Red,good
6.8,0.45,0.3,11.8,0.094,23.0,0.997,3.09,0.44,9.6,White,bad
7.0,0.15,0.38,2.2,0.047,33.0,0.9928,3.13,0.39,10.4,White,good
6.6,0.4,0.3,5.3,0.038,20.0,0.99204,3.36,0.73,12.6,White,good
6.5,0.26,0.34,16.3,0.051,56.0,1.0004,3.49,0.42,9.8,White,bad
6.8,0.31,0.19,3.5,0.086,30.0,0.993,2.83,0.44,9.6,White,bad
6.2,0.35,0.31,2.6,0.036,37.0,0.98938,3.27,0.53,12.8,White,good
6.5,0.18,0.34,1.6,0.04,43.0,0.9912,3.32,0.59,11.5,White,good
5.5,0.16,0.31,1.2,0.026,31.0,0.9898,3.33,0.44,11.6333333333333,White,good
7.9,0.31,0.22,13.3,0.048,46.0,0.99942,3.47,0.59,10.0,White,bad
5.2,0.285,0.29,5.15,0.035,64.0,0.9895,3.19,0.34,12.4,White,good
6.6,0.27,0.25,1.2,0.033,36.0,0.98918,3.16,0.37,12.4,White,good
9.0,0.39,0.4,1.3,0.044,25.0,0.99478,3.2,0.83,10.9,Red,good
6.3,0.51,0.13,2.3,0.076,29.0,0.99574,3.42,0.75,11.0,Red,good
7.0,0.24,0.36,2.8,0.034,22.0,0.99,3.19,0.38,12.6,White,good
6.9,0.27,0.4,14.0,0.05,64.0,0.9979,3.18,0.58,9.6,White,good
7.7,0.39,0.49,7.7,0.036,11.0,0.9966,3.33,0.76,10.0,White,good
6.5,0.28,0.28,20.4,0.041,40.0,1.0002,3.14,0.38,8.7,White,bad
7.0,0.34,0.3,1.8,0.045,44.0,0.9914,2.99,0.45,10.8,White,good
6.6,0.23,0.18,8.5,0.044,59.0,0.99558,3.16,0.49,9.5,White,bad
5.8,0.19,0.33,4.2,0.038,49.0,0.99107,3.16,0.42,11.3,White,good
6.3,0.51,0.13,2.3,0.076,29.0,0.99574,3.42,0.75,11.0,Red,good
7.9,0.25,0.34,11.4,0.04,53.0,0.99708,3.11,0.57,9.6,White,good
5.1,0.33,0.22,1.6,0.027,18.0,0.9893,3.51,0.38,12.5,White,good
5.6,0.5,0.09,2.3,0.049,17.0,0.9937,3.63,0.63,13.0,Red,bad
7.2,0.23,0.39,2.3,0.033,29.0,0.9908,3.26,0.54,12.3,White,good
6.3,0.33,0.42,17.2,0.037,57.0,0.99884,3.26,0.57,9.4,White,good
7.0,0.5,0.25,2.0,0.07,3.0,0.9963,3.25,0.63,9.2,Red,bad
5.3,0.33,0.3,1.2,0.048,25.0,0.99045,3.32,0.62,11.3,White,good
6.3,0.32,0.26,12.3,0.044,24.0,0.99611,3.11,0.58,9.9,White,bad
9.2,0.15,0.68,1.6,0.046,22.0,0.9948,3.02,0.45,10.4,White,good
8.4,1.035,0.15,6.0,0.073,11.0,0.999,3.37,0.49,9.9,Red,bad
7.0,0.21,0.42,5.3,0.037,36.0,0.99321,3.14,0.52,10.9,White,good
7.5,0.34,0.28,4.0,0.028,46.0,0.98958,3.2,0.5,13.2,White,good
6.0,0.17,0.29,5.0,0.028,25.0,0.99076,3.14,0.34,12.3,White,good
6.0,0.28,0.52,6.2,0.028,37.0,0.99161,3.28,0.51,11.8,White,good
9.1,0.25,0.34,2.0,0.071,45.0,0.99769,3.44,0.86,10.2,Red,good
6.6,0.24,0.27,10.3,0.047,54.0,0.99742,3.04,0.45,8.8,White,bad
6.8,0.32,0.28,4.8,0.034,25.0,0.99026,3.08,0.47,12.4,White,good
8.3,0.4,0.38,1.1,0.038,15.0,0.9934,3.03,0.43,9.2,White,bad
6.5,0.26,0.31,3.6,0.03,36.0,0.99026,3.22,0.62,12.6,White,good
6.0,0.21,0.34,2.0,0.042,63.0,0.99052,3.44,0.42,11.4,White,good
11.9,0.37,0.69,2.3,0.078,12.0,0.9958,3.0,0.65,12.8,Red,good
6.6,0.32,0.24,1.3,0.06,42.5,0.99512,3.59,0.51,9.2,White,bad
5.9,0.13,0.28,1.9,0.05,20.0,0.9918,3.43,0.64,10.8,White,good
8.8,0.61,0.19,4.0,0.094,30.0,0.99787,3.22,0.5,10.0,Red,good
6.5,0.32,0.48,8.0,0.026,18.0,0.99144,3.22,0.79,12.7,White,bad
7.2,0.38,0.31,2.0,0.056,15.0,0.99472,3.23,0.76,11.3,Red,good
7.5,0.19,0.34,2.6,0.037,33.0,0.9923,3.1,0.49,11.1,White,good
6.6,0.26,0.56,15.4,0.053,32.0,0.9981,3.11,0.49,9.3,White,bad
6.5,0.35,0.28,12.4,0.051,86.0,0.9962,3.16,0.51,9.9,White,good
6.2,0.24,0.27,2.9,0.039,30.0,0.98959,3.12,0.37,12.8,White,good
5.9,0.55,0.1,2.2,0.062,39.0,0.99512,3.52,0.76,11.2,Red,good
8.9,0.31,0.36,2.6,0.056,10.0,0.99562,3.4,0.69,11.8,Red,bad
7.6,0.27,0.29,2.5,0.059,37.0,0.99328,3.09,0.37,9.8,White,bad
8.2,0.28,0.6,3.0,0.104,10.0,0.99828,3.39,0.68,10.6,Red,bad
6.1,0.26,0.25,2.9,0.047,289.0,0.99314,3.44,0.64,10.5,White,bad
8.6,0.33,0.4,2.6,0.083,16.0,0.99782,3.3,0.48,9.4,Red,bad
7.2,0.21,0.28,2.7,0.033,38.0,0.99075,2.99,0.43,11.8,White,good
5.4,0.22,0.35,6.5,0.029,26.0,0.99092,3.29,0.44,12.5,White,good
10.0,0.73,0.43,2.3,0.059,15.0,0.9966,3.15,0.57,11.0,Red,bad
7.0,0.14,0.32,9.0,0.039,54.0,0.9956,3.22,0.43,9.4,White,good
6.5,0.25,0.32,9.9,0.045,41.0,0.99636,3.18,0.52,9.6,White,good
6.4,0.12,0.49,6.4,0.042,49.0,0.9945,3.34,0.44,10.4,White,good
6.3,0.41,0.18,3.5,0.027,23.0,0.99018,3.34,0.54,12.8,White,good
6.6,0.2,0.14,4.4,0.184,35.0,0.99396,2.93,0.45,9.4,White,good
7.2,0.19,0.39,1.2,0.036,32.0,0.9918,3.16,0.5,10.5,White,bad
5.8,0.28,0.28,4.2,0.044,52.0,0.992,3.35,0.44,10.7,White,good
6.9,0.765,0.02,2.3,0.063,35.0,0.9975,3.57,0.78,9.9,Red,bad
6.3,0.4,0.24,5.1,0.036,43.0,0.99186,3.24,0.44,11.3,White,good
6.6,0.55,0.01,2.7,0.034,56.0,0.9906,3.15,0.3,11.9,White,bad
5.4,0.375,0.4,3.3,0.054,29.0,0.99482,3.42,0.52,9.1,White,bad
8.2,0.4,0.48,13.7,0.042,59.0,0.9986,3.1,0.52,9.4,White,bad
5.5,0.16,0.22,4.5,0.03,30.0,0.9938,3.24,0.36,9.4,White,good
9.1,0.3,0.41,2.0,0.068,10.0,0.99523,3.27,0.85,11.7,Red,good
6.5,0.22,0.32,2.2,0.028,36.0,0.99076,3.27,0.59,11.9,White,good
7.6,0.21,0.35,1.2,0.041,7.0,0.9914,3.06,0.45,11.3,White,bad
6.6,0.28,0.28,8.5,0.052,55.0,0.9962,3.09,0.55,8.9,White,good
6.0,0.21,0.34,2.0,0.042,63.0,0.99052,3.44,0.42,11.4,White,good
6.9,0.24,0.4,15.4,0.052,81.0,0.9986,3.2,0.69,9.4,White,bad
6.4,0.25,0.28,4.9,0.03,29.0,0.99024,3.09,0.58,12.8,White,good
6.4,0.33,0.28,4.0,0.04,24.0,0.9903,3.26,0.64,12.6,White,good
7.6,0.36,0.31,1.7,0.079,26.0,0.99716,3.46,0.62,9.5,Red,good
7.7,0.96,0.2,2.0,0.047,15.0,0.9955,3.36,0.44,10.9,Red,bad
5.9,0.17,0.28,0.7,0.027,5.0,0.98985,3.13,0.32,10.6,White,bad
7.4,0.16,0.3,1.4,0.064,34.0,0.99136,3.11,0.42,11.4333333333333,White,good
5.9,0.32,0.28,4.7,0.039,34.0,0.98964,3.22,0.57,13.1,White,good
7.9,0.17,0.32,1.6,0.053,47.0,0.9948,3.29,0.76,9.6,White,good
8.3,0.36,0.57,15.0,0.052,35.0,1.0001,2.93,0.64,8.6,White,bad
6.6,0.56,0.14,2.4,0.064,13.0,0.99397,3.42,0.62,11.7,Red,good
7.0,0.45,0.34,2.7,0.082,16.0,0.998,3.55,0.6,9.5,Red,bad
13.0,0.47,0.49,4.3,0.085,6.0,1.0021,3.3,0.68,12.7,Red,good
7.4,0.26,0.31,7.6,0.047,52.0,0.9962,3.13,0.45,8.9,White,good
7.8,0.19,0.32,7.4,0.015,47.0,0.99278,2.99,0.39,11.0,White,good
5.6,0.245,0.25,9.7,0.032,12.0,0.994,3.31,0.34,10.5,White,bad
6.9,0.29,0.16,6.8,0.034,65.0,0.9955,3.08,0.39,9.0,White,good
7.2,0.415,0.36,2.0,0.081,13.0,0.9972,3.48,0.64,9.2,Red,bad
8.0,0.39,0.3,1.9,0.074,32.0,0.99717,3.39,0.61,9.0,Red,bad
6.2,0.52,0.08,4.4,0.071,11.0,0.99646,3.56,0.63,11.6,Red,good
6.2,0.34,0.28,7.5,0.034,40.0,0.99485,3.14,0.6,9.7,White,bad
6.7,0.24,0.35,13.1,0.05,64.0,0.997,3.15,0.5,9.5,White,bad
5.8,0.27,0.2,14.95,0.044,22.0,0.9962,3.37,0.37,10.2,White,bad
6.4,0.42,0.19,9.3,0.043,28.0,0.99433,3.23,0.53,10.98,White,bad
7.6,0.2,0.26,4.5,0.086,37.0,0.9963,3.15,0.42,9.2,White,bad
6.0,0.32,0.3,1.9,0.033,41.0,0.98912,3.29,0.42,12.8,White,good
7.5,0.52,0.16,1.9,0.085,12.0,0.9968,3.38,0.62,9.5,Red,good
10.4,0.61,0.49,2.1,0.2,5.0,0.9994,3.16,0.63,8.4,Red,bad
7.8,0.42,0.23,8.8,0.054,42.0,0.9971,3.02,0.58,9.2,White,good
9.2,0.15,0.68,1.6,0.046,22.0,0.9948,3.02,0.45,10.4,White,good
7.8,0.56,0.19,2.1,0.081,15.0,0.9962,3.33,0.54,9.5,Red,bad
8.4,0.56,0.08,2.1,0.105,16.0,0.9958,3.13,0.52,11.0,Red,bad
7.4,0.67,0.12,1.6,0.186,5.0,0.996,3.39,0.54,9.5,Red,bad
7.0,0.42,0.35,1.6,0.088,16.0,0.9961,3.34,0.55,9.2,Red,bad
6.8,0.13,0.39,1.4,0.034,19.0,0.99121,3.23,0.6,11.3,White,good
6.7,0.24,0.46,2.2,0.033,19.0,0.99045,3.1,0.62,11.9,White,good
6.7,0.31,0.33,2.0,0.033,12.0,0.99064,3.29,0.65,12.5,White,good
8.4,0.19,0.42,1.6,0.047,9.0,0.994,3.06,0.65,11.1,White,bad
6.8,0.67,0.02,1.8,0.05,5.0,0.9962,3.48,0.52,9.5,Red,bad
8.5,0.3,0.28,3.1,0.054,54.0,0.99543,3.21,0.43,9.4,White,good
6.8,0.34,0.27,5.2,0.06,14.0,0.99252,3.27,0.57,11.6,White,good
7.7,0.42,0.31,9.2,0.048,22.0,0.9969,3.06,0.61,9.2,White,good
7.8,0.46,0.26,1.9,0.088,23.0,0.9981,3.43,0.74,9.2,Red,good
6.4,0.24,0.29,1.0,0.038,18.0,0.9906,3.3,0.42,11.5,White,bad
7.9,0.51,0.34,2.6,0.049,13.0,0.99335,3.09,0.51,10.0,White,bad
8.3,0.28,0.45,7.8,0.059,32.0,0.9972,3.33,0.77,11.2,White,good
6.8,0.28,0.36,8.0,0.045,28.0,0.9928,3.02,0.37,11.4,White,good
7.0,0.3,0.51,13.6,0.05,40.0,0.9976,3.07,0.52,9.6,White,good
6.6,0.25,0.42,11.3,0.049,77.0,0.9966,3.24,0.52,9.5,White,good
7.0,0.28,0.28,1.4,0.039,12.0,0.99173,3.18,0.65,11.1,White,bad
9.3,0.36,0.39,1.5,0.08,41.0,0.99652,3.47,0.73,10.9,Red,good
8.2,0.51,0.24,2.0,0.079,16.0,0.99764,3.34,0.64,9.5,Red,good
6.5,0.26,0.34,1.4,0.04,25.0,0.99216,3.29,0.46,10.7,White,bad
5.8,0.28,0.34,4.0,0.031,40.0,0.9896,3.39,0.39,12.8,White,good
5.2,0.24,0.45,3.8,0.027,21.0,0.992,3.55,0.49,11.2,White,good
8.6,0.83,0.0,2.8,0.095,17.0,0.99822,3.33,0.6,10.4,Red,good
7.2,0.22,0.28,7.2,0.06,41.0,0.9935,3.08,0.59,11.3,White,good
8.1,0.25,0.38,3.8,0.051,18.0,0.9928,3.21,0.38,11.5,White,good
6.9,0.58,0.2,1.75,0.058,8.0,0.99322,3.38,0.49,11.7,Red,bad
7.1,0.68,0.07,1.9,0.075,16.0,0.99685,3.38,0.52,9.5,Red,bad
6.8,0.26,0.56,11.9,0.043,64.0,0.997,3.02,0.63,9.3,White,bad
7.7,0.26,0.51,2.6,0.045,26.0,0.99126,3.0,0.5,11.2,White,good
9.0,0.82,0.14,2.6,0.089,9.0,0.9984,3.39,0.63,9.8,Red,bad
8.4,0.27,0.46,8.7,0.048,39.0,0.9974,3.14,0.59,9.6,White,good
7.8,0.445,0.56,1.0,0.04,8.0,0.9938,3.25,0.43,10.8,White,bad
6.4,0.22,0.32,12.0,0.066,57.0,0.9992,3.6,0.43,9.0,White,good
10.2,0.49,0.63,2.9,0.072,10.0,0.9968,3.16,0.78,12.5,Red,good
8.5,0.585,0.18,2.1,0.078,5.0,0.9967,3.2,0.48,9.8,Red,good
7.4,0.25,0.29,2.2,0.054,19.0,0.99666,3.4,0.76,10.9,Red,good
7.1,0.47,0.0,2.2,0.067,7.0,0.99517,3.4,0.58,10.9,Red,bad
7.4,0.28,0.4,11.9,0.032,13.0,0.99629,3.01,0.46,10.8,White,bad
7.1,0.46,0.23,13.7,0.045,44.0,0.9981,3.11,0.53,9.4,White,bad
6.8,0.61,0.2,1.8,0.077,11.0,0.9971,3.54,0.58,9.3,Red,bad
9.2,0.36,0.34,1.6,0.062,5.0,0.99667,3.2,0.67,10.5,Red,good
8.6,0.36,0.26,11.1,0.03,43.5,0.9948,3.03,0.49,12.0,White,bad
7.3,0.51,0.18,2.1,0.07,12.0,0.99768,3.52,0.73,9.5,Red,good
7.3,0.32,0.35,1.4,0.05,8.0,0.99244,3.24,0.42,10.7,White,bad
9.8,0.45,0.38,2.5,0.081,34.0,0.99726,3.15,0.58,9.8,Red,bad
6.8,0.22,0.31,1.4,0.053,34.0,0.9929,3.39,0.77,10.6,White,good
6.8,0.39,0.35,11.6,0.044,57.0,0.99775,3.07,0.53,9.3,White,bad
6.5,0.24,0.19,1.2,0.041,30.0,0.99254,2.99,0.46,9.4,White,good
7.0,0.17,0.42,1.0,0.075,19.0,0.99103,3.32,0.62,11.4,White,good
8.6,0.63,0.17,2.9,0.099,21.0,0.998,3.09,0.52,9.3,Red,bad
8.2,0.2,0.36,8.1,0.035,60.0,0.9952,3.05,0.3,10.3,White,good
6.2,0.27,0.49,1.4,0.05,20.0,0.9931,3.32,0.44,9.8,White,good
6.3,0.37,0.28,6.3,0.034,45.0,0.9921,3.29,0.46,11.6,White,good
6.8,0.29,0.56,11.9,0.043,66.0,0.9972,3.02,0.63,9.3,White,bad
